"id","partner_response_id","bid_id","audience_id","country","allocation","n_delivered","quality_rejects","final_loi","final_ir","final_timeline","final_cpi","cpi","communication","engagement","problem_solving","additional_feedback","created_at","updated_at","field_close_date","commitment","timeline_days","comments","initial_cost","final_cost","savings","communication_rating","engagement_rating","problem_solving_rating"
"234","84","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"235","84","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"236","84","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"237","84","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"238","84","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"239","83","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"240","83","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"241","83","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"242","83","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"243","83","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"244","83","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"245","83","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"246","83","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"247","86","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"248","86","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"249","86","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"250","86","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"251","86","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"252","86","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"253","86","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"254","86","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"255","85","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"256","85","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"257","85","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"258","85","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"259","85","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"260","85","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"261","85","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"262","85","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"263","88","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"264","88","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"265","88","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"266","88","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"267","88","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"268","88","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"269","88","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"270","88","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"271","87","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"272","87","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"273","87","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"274","87","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"275","87","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"276","87","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"277","87","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"278","87","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"279","90","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"280","90","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"281","90","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"282","90","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"283","90","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"284","90","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"285","90","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"286","90","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"287","89","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"288","89","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"289","89","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"290","89","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"291","89","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"292","89","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"293","89","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"294","89","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"295","94","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"296","94","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"297","94","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"298","94","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"299","94","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"300","94","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"301","94","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"302","94","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"303","93","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"304","93","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"305","93","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"306","93","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"307","93","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"308","93","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"309","93","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"310","93","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"311","92","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"312","92","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"313","92","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"314","92","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"315","92","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"316","92","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"317","92","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"318","92","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"319","91","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"320","91","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"321","91","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"322","91","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"323","91","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"324","91","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"325","91","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"326","91","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"327","96","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"328","96","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"329","96","279","32","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"330","96","279","32","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"331","96","279","33","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"332","96","279","33","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"333","96","279","33","Cuba","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"334","96","279","33","India","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"335","95","279","32","Andorra","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
"336","95","279","32","Austria","0","0","0",,,,,"0.00",,,,,2025-04-21T06:22:18.178Z,2025-04-21T06:23:43.787Z,,"0","0","","0.00","0.00","0.00",,,
