"id","bid_id","partner_id","loi","status","currency","response_date","created_at","updated_at","pmf","timeline","invoice_date","invoice_sent","invoice_serial","invoice_number","invoice_amount"
"57","21","26","15","draft","USD",2025-04-15T14:22:51.567Z,2025-04-15T14:22:51.567Z,2025-04-22T10:59:28.562Z,"0","0",,,,,"0.00"
"58","21","53","15","draft","USD",2025-04-15T14:22:51.567Z,2025-04-15T14:22:51.567Z,2025-04-22T10:59:28.562Z,"0","0",,,,,"0.00"
"59","22","21","15","submitted","USD",2025-04-15T14:22:53.400Z,2025-04-15T14:22:53.400Z,2025-04-15T14:25:44.583Z,"0","0",,,,,"0.00"
"60","22","30","15","submitted","USD",2025-04-15T14:22:53.400Z,2025-04-15T14:22:53.400Z,2025-04-15T14:25:44.583Z,"0","0",,,,,"0.00"
"61","22","26","15","submitted","USD",2025-04-15T14:22:53.400Z,2025-04-15T14:22:53.400Z,2025-04-15T14:25:44.583Z,"0","0",,,,,"0.00"
"62","22","53","15","submitted","USD",2025-04-15T14:22:53.400Z,2025-04-15T14:22:53.400Z,2025-04-15T14:25:44.583Z,"0","0",,,,,"0.00"
"63","275","20","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"64","275","20","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"65","275","21","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"66","275","21","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"67","275","22","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"68","275","22","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"69","275","23","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"70","275","23","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"71","275","24","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"72","275","24","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"73","275","26","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"74","275","26","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"75","275","25","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"76","275","25","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"77","275","30","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"78","275","30","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"79","275","32","14","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"80","275","32","20","draft","USD",2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,2025-04-21T06:16:26.635Z,"0","0",,,,,"0.00"
"81","279","20","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"82","279","20","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"83","279","21","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"84","279","21","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"85","279","22","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"86","279","22","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"87","279","23","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"88","279","23","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"89","279","24","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"90","279","24","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"91","279","26","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"92","279","26","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"93","279","25","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"94","279","25","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"95","279","30","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"96","279","30","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"97","279","32","14","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"98","279","32","20","draft","USD",2025-04-21T06:16:27.674Z,2025-04-21T06:16:27.674Z,2025-04-21T06:23:43.787Z,"0","0",,,,,"0.00"
"309","17","22","15","draft","USD",,,,"1000","9",,,,,
"310","17","25","15","draft","USD",,,,"500","16",,,,,
"311","17","20","15","draft","USD",,,,"750","9",,,,,
"312","17","26","15","draft","USD",,,,"750","12",,,,,
"313","17","30","15","draft","USD",,,,"1000","10",,,,,
"314","18","22","15","draft","USD",,,,"1000","9",,,,,
"315","18","25","15","draft","USD",,,,"500","16",,,,,
"316","18","20","15","draft","USD",,,,"750","9",,,,,
"317","18","26","15","draft","USD",,,,"1000","12",,,,,
"318","18","30","15","draft","USD",,,,"750","10",,,,,
"319","22","22","18","draft","USD",,,,"1000","9",,,,,
"320","22","25","18","draft","USD",,,,"500","16",,,,,
"321","22","20","18","draft","USD",,,,"750","16",,,,,
"322","22","26","18","draft","USD",,,,"500","12",,,,,
"323","22","30","18","draft","USD",,,,"500","9",,,,,
"324","182","22","15","draft","USD",,,,"1000","15",,,,,
"325","182","25","15","draft","USD",,,,"500","16",,,,,
"326","182","26","15","draft","USD",,,,"0","16",,,,,
"327","182","30","15","draft","USD",,,,"0","16",,,,,
"328","182","21","15","draft","USD",,,,"0","16",,,,,
"329","182","55","15","draft","USD",,,,"0","0",,,,,
"330","187","22","20","draft","USD",,,,"1000","0",,,,,
"331","187","25","20","draft","USD",,,,"500","0",,,,,
"332","187","20","20","draft","USD",,,,"0","0",,,,,
"333","187","26","20","draft","USD",,,,"0","0",,,,,
"334","187","30","20","draft","USD",,,,"0","0",,,,,
"335","187","56","20","draft","USD",,,,"0","0",,,,,
"336","193","22","15","draft","USD",,,,"1000","16",,,,,
"337","193","25","15","draft","USD",,,,"500","12",,,,,
"338","193","20","15","draft","USD",,,,"0","0",,,,,
"339","193","26","15","draft","USD",,,,"0","0",,,,,
"340","193","30","15","draft","USD",,,,"0","0",,,,,
"341","193","56","15","draft","USD",,,,"0","0",,,,,
"342","197","22","15","draft","USD",,,,"1000","16",,,,,
"343","197","25","15","draft","USD",,,,"500","16",,,,,
"344","197","20","15","draft","USD",,,,"750","16",,,,,
"345","197","26","15","draft","USD",,,,"0","16",,,,,
"346","197","30","15","draft","USD",,,,"0","16",,,,,
"347","197","21","15","draft","USD",,,,"0","16",,,,,
"348","197","56","15","draft","USD",,,,"0","16",,,,,
"349","204","22","15","draft","USD",,,,"1000","16",,,,,
"350","204","25","15","draft","USD",,,,"500","16",,,,,
"351","204","26","15","draft","USD",,,,"0","16",,,,,
"352","204","30","15","draft","USD",,,,"0","16",,,,,
"353","204","21","15","draft","USD",,,,"1000","16",,,,,
"354","204","56","15","draft","USD",,,,"0","0",,,,,
"355","215","22","15","draft","USD",,,,"1000","16",,,,,
"356","215","25","15","draft","USD",,,,"500","16",,,,,
"357","215","26","15","draft","USD",,,,"0","16",,,,,
"358","215","30","15","draft","USD",,,,"0","16",,,,,
"359","215","21","15","draft","USD",,,,"1000","16",,,,,
"360","215","55","15","draft","USD",,,,"0","16",,,,,
"361","220","22","15","draft","USD",,,,"1000","5",,,,,
"362","220","25","15","draft","USD",,,,"500","15",,,,,
"363","220","26","15","draft","USD",,,,"0","12",,,,,
"364","220","30","15","draft","USD",,,,"0","7",,,,,
"365","220","21","15","draft","USD",,,,"0","4",,,,,
"366","220","56","15","draft","USD",,,,"0","4",,,,,
"367","221","22","25","draft","USD",,,,"1000","7",,,,,
"368","221","25","25","draft","USD",,,,"500","7",,,,,
"369","221","20","25","draft","USD",,,,"750","7",,,,,
"370","221","26","25","draft","USD",,,,"0","7",,,,,
"371","221","30","25","draft","USD",,,,"0","7",,,,,
"372","221","56","25","draft","USD",,,,"0","7",,,,,
"373","226","22","5","draft","USD",,,,"1000","9",,,,,
"374","226","25","5","draft","USD",,,,"500","16",,,,,
"375","226","20","5","draft","USD",,,,"750","10",,,,,
"376","226","26","5","draft","USD",,,,"0","12",,,,,
"377","226","30","5","draft","USD",,,,"0","15",,,,,
"378","226","56","5","draft","USD",,,,"0","5",,,,,
"379","231","22","15","draft","USD",,,,"1000","19",,,,,
"380","231","25","15","draft","USD",,,,"500","19",,,,,
"381","231","20","15","draft","USD",,,,"750","19",,,,,
"382","231","26","15","draft","USD",,,,"0","20",,,,,
"383","231","30","15","draft","USD",,,,"0","19",,,,,
"384","231","56","15","draft","USD",,,,"0","20",,,,,
"385","233","25","15","draft","USD",,,,"0","16",,,,,
"386","233","26","15","draft","USD",,,,"0","16",,,,,
"387","233","30","15","draft","USD",,,,"0","16",,,,,
"388","233","21","15","draft","USD",,,,"0","16",,,,,
"389","233","55","15","draft","USD",,,,"0","16",,,,,
"390","238","22","10","draft","USD",,,,"0","0",,,,,
"391","238","25","10","draft","USD",,,,"500","16",,,,,
"392","238","26","10","draft","USD",,,,"0","16",,,,,
"393","238","30","10","draft","USD",,,,"0","16",,,,,
"394","238","56","10","draft","USD",,,,"0","16",,,,,
"395","243","22","15","draft","USD",,,,"1000","0",,,,,
"396","243","25","15","draft","USD",,,,"500","0",,,,,
"397","243","20","15","draft","USD",,,,"750","0",,,,,
"398","243","26","15","draft","USD",,,,"0","0",,,,,
"399","243","30","15","draft","USD",,,,"0","0",,,,,
"400","243","21","15","draft","USD",,,,"0","0",,,,,
"401","243","56","15","draft","USD",,,,"0","0",,,,,
"402","250","25","7","draft","USD",,,,"500","0",,,,,
"403","250","30","7","draft","USD",,,,"0","0",,,,,
"404","255","22","15","draft","USD",,,,"1000","0",,,,,
"405","255","25","15","draft","USD",,,,"500","0",,,,,
"406","255","26","15","draft","USD",,,,"0","0",,,,,
"407","255","21","15","draft","USD",,,,"0","0",,,,,
"408","255","55","15","draft","USD",,,,"0","0",,,,,
"409","260","22","15","draft","USD",,,,"1000","15",,,,,
"410","260","25","15","draft","USD",,,,"500","15",,,,,
"411","260","26","15","draft","USD",,,,"0","15",,,,,
"412","260","30","15","draft","USD",,,,"0","15",,,,,
"413","260","21","15","draft","USD",,,,"0","15",,,,,
"415","283","30","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"0","0",,,,,"0.00"
"416","283","25","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"500","0",,,,,"0.00"
"417","283","20","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"1000","0",,,,,"0.00"
"418","283","21","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"0","0",,,,,"0.00"
"419","283","55","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"0","0",,,,,"0.00"
"420","283","26","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"0","0",,,,,"0.00"
"421","283","22","15","submitted","USD",2025-04-21T12:31:26.853Z,2025-04-21T12:31:26.853Z,2025-04-21T12:38:29.705Z,"750","0",,,,,"0.00"
"422","284","30","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"0","0",,,,,"0.00"
"423","284","25","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"500","0",,,,,"0.00"
"424","284","20","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"750","0",,,,,"0.00"
"425","284","21","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"0","0",,,,,"0.00"
"426","284","55","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"0","0",,,,,"0.00"
"427","284","26","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"0","0",,,,,"0.00"
"428","284","22","15","submitted","USD",2025-04-22T11:26:33.347Z,2025-04-22T11:26:33.347Z,2025-04-22T11:35:03.704Z,"1000","0",,,,,"0.00"
"429","286","25","20","draft","USD",2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,"0","0",,,,,"0.00"
"430","286","25","60","draft","USD",2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,"0","0",,,,,"0.00"
"431","286","20","20","draft","USD",2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,"0","0",,,,,"0.00"
"432","286","20","60","draft","USD",2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,2025-04-24T04:10:50.433Z,"0","0",,,,,"0.00"
"433","287","25","20","draft","USD",2025-04-24T04:10:52.887Z,2025-04-24T04:10:52.887Z,2025-04-24T04:11:45.204Z,"0","0",,,,,"0.00"
"434","287","25","60","draft","USD",2025-04-24T04:10:52.887Z,2025-04-24T04:10:52.887Z,2025-04-24T04:11:45.204Z,"0","0",,,,,"0.00"
"435","287","20","20","draft","USD",2025-04-24T04:10:52.887Z,2025-04-24T04:10:52.887Z,2025-04-24T04:11:45.204Z,"500","0",,,,,"0.00"
"436","287","20","60","draft","USD",2025-04-24T04:10:52.887Z,2025-04-24T04:10:52.887Z,2025-04-24T04:11:45.204Z,"500","0",,,,,"0.00"
"437","288","55","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"0","0",,,,,"0.00"
"438","288","30","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"0","0",,,,,"0.00"
"439","288","22","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"1000","0",,,,,"0.00"
"440","288","21","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"0","0",,,,,"0.00"
"441","288","26","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"0","0",,,,,"0.00"
"442","288","25","15","draft","USD",2025-04-25T10:32:31.830Z,2025-04-25T10:32:31.830Z,2025-04-28T14:47:23.028Z,"500","0",,,,,"0.00"
"443","289","30","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"444","289","56","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"445","289","26","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"446","289","21","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"447","289","53","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"448","289","25","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"500","0",,,,,"0.00"
"449","289","22","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"1000","0",,,,,"0.00"
"450","289","20","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"750","0",,,,,"0.00"
"451","289","32","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"452","289","39","15","submitted","USD",2025-04-28T14:35:34.074Z,2025-04-28T14:35:34.074Z,2025-04-28T14:45:44.029Z,"0","0",,,,,"0.00"
"453","291","20","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"750","0",,,,,"0.00"
"454","291","22","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"1000","0",,,,,"0.00"
"455","291","25","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"500","0",,,,,"0.00"
"456","291","26","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"0","0",,,,,"0.00"
"457","291","30","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"0","0",,,,,"0.00"
"458","291","56","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"0","0",,,,,"0.00"
"459","291","53","15","submitted","USD",2025-04-28T14:52:48.712Z,2025-04-28T14:52:48.712Z,2025-04-28T15:04:20.415Z,"0","0",,,,,"0.00"
"460","292","21","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"0","0",,,,,"0.00"
"461","292","29","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"0","0",,,,,"0.00"
"462","292","30","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"0","0",,,,,"0.00"
"463","292","20","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"1000","0",,,,,"0.00"
"464","292","55","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"0","0",,,,,"0.00"
"465","292","26","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"0","0",,,,,"0.00"
"466","292","22","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"1000","0",,,,,"0.00"
"467","292","25","15","submitted","USD",2025-04-28T15:09:01.773Z,2025-04-28T15:09:01.773Z,2025-04-28T15:14:10.185Z,"500","0",,,,,"0.00"
